id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,importance_label,importance_score,importance_reason,exam_priority,question_worthy,summary_worthy,quality_label,notes
90,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,"Set initial a, b, c",1,"READ the value for a, b, c IF (a>b) and (a>c) THEN WRITE ‘A is Big' Else, IF (b>c) THEN WRITE ‘B is Big' ELSE WRITE ‘C is Big'",high,3,This chunk is important because it includes a direct definition or core statement.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
91,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Algorithm:,1,"Step 2: Read the value of year Step 3: if ((year mod 4) = 0) then print ""It is a Leap Year""",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
92,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Pseudo code:,1,"Set initial zero to D, Root1 and Root2 READ the value of A, B, C",medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
93,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Find Discriminate,1,D=B*B-4*A*C IF D>=0 THEN Calculate Root1 (-B+ sqrt (D)) / (2*a) Root2 (-B- sqrt (D)) / (2*a) ELSE Roots are imaginary,high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
94,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,,1,(a) fast (b) editing features (c) permanent storage (d) formatting features (e) graphics (f) OLE object linicing and embedding (g) Spell check (h) Tables (i) Mail merge,medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
95,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,Introduction to MS -word,1,"MS - word is a word processing program that lets us to create documents such as letter, reports, manuals and newletters etc The option provided by ms-word are explained below",low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
96,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,Working with document,1,"(i) Entering Text Type the text in the document press enter key, when we want to start new paragraph",low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
97,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,,2,"(iv) Copying test (1) Select the text, which we want to copy (2) Click on copy button on the formatting tool bar or choose copy option form the Edit menu or press CTRL+C (3) Now the selected text disappears and it immediately places in the clip board (4) Place the cursor at desired location i.e, Where we want to insert the text",low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
98,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Finding and Replacing Text,,1,Choose the Find and Replace option from the Edit menu or press CTRL+F The find and replace dialog box appears,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
99,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,1,We can also select a font by clicking the list arrow in the font type box on the following toolbar,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
100,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,2,Bullets are now inserted in the paragraph (4) Inserting Symbols (1) Select symbol option from the insert menu,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
101,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Working with tables,,1,"Tables and border button Table -> Convert Text to Table menu selection (1) Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the button",low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
102,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Introduction,,1,"A structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for",high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
103,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Structure of a C program,Statements,1,Empty parathensis after main are necessary The function mains is a starting point of every c program,medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
104,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Programming Rules,,1,Upper case letter are only used for symbolic constants (2) Bank spaces may be inserted between the words,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
105,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Executing the program,,1,"After correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same",low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
106,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,,1,"The character used to form words, numbers and expressions depend upon the computer an which the program runs",medium,2,This chunk is moderately important because it captures a useful concept from the chapter.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
107,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Horizontal Tab,1,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
108,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Name,1,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
109,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Delimiters Use,1,": (Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator The C keyboards The c keyboards are reserved words by the compiler All the c keywords have been assigned a fixed meaning",high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
110,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Auto Double int struct,1,break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
111,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Do If static While,1,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
112,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Identifiers,1,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character",medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
113,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constants,,1,The constants I care applicable to the values which do not charge during the execution of a program,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
114,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Numerical Constants,,1,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
115,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Character Constant,,1,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc",medium,2,"This chunk is moderately important because it contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
116,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Data Types,,1,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types,high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
117,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,,1,"(1) Integer, short and long All C compliers offer either short or long integer data types",medium,2,This chunk is moderately important because it belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
118,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Short Integer Long Integer,1,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
119,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Signed Integer Unsigned Integer,1,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c,high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
120,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Float Double float,1,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a Example: Double y;",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
121,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,,1,"Declaration provides two things, (1) compiles obtains the variable name, (2) it tells the compiles the data type of the variable being declared and helps in allocating the memory",high,3,This chunk is important because it captures a useful concept from the chapter.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
122,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,Data type variable - name,1,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types",very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
123,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,,1,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant,medium,2,"This chunk is moderately important because it contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
124,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,Or,1,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z",medium,2,"This chunk is moderately important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
125,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,,1,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example:,medium,2,"This chunk is moderately important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
126,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,Const int m=10;,1,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program,low,1,This chunk is lower priority because it mainly captures a useful concept from the chapter.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
127,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,V olatile int d:,1,"It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as follows V olatile const d = 10",low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
128,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,Left to Right 1st,1,+ − ++ -- ! * & sizeof <type> Unary plus Unary minus Increment Decrement Not operator One's complement Address operator Size of an object Type cast,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
129,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,Left to right 7th,1,(c) Then the outer most is evaluated 8 is divided by 8 and gives result 1,medium,2,This chunk is moderately important because it includes a direct definition or core statement and belongs to a high-value revision section.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
130,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,,1,An operator is a symbol that specifies an operation to be performed an the opelands Two opelands called binary operators,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
131,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,Types of Operators,1,(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment and decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
132,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,Operator Meaning Example,1,+ Addition 2+9=11 - Subtraction 9-2=7 * Multiplication 2*9=18 / Division 9/3=3 % Modulo division 9%2=1 All the above operator are called binary operator as they acts upon two operands at a time The following table shows how the division operator operates an various data types,very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
133,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,Operation Result Example,1,Unary arithmetic operator Binary arithmetic operator Integer arithmetic operator (a) Unary Operator: It requires only one operand,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
134,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,"Example: +x, -y",1,"(c) Integer arithmetic: It require both operands are integer values for arithmetic operation Example: A=5, B=4 (d) Floating point arithmetic: It requires both operands are float type for arithmetic operation Example: A=6.5, B=3.5",very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
135,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,"Syntax: AE, relational operator AE2",1,"Description: AE, &AE2 are constants or an expression variables Example: a>2 yields true, which is equal to 1",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
136,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,Expression Interpretation Value,1,a<b True 1 (a+b)>=c True 1 (b+c)>(a+5) False 0 c!=3 False 0 b==2 True 1 The value of relational expression is either one or zero,high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
137,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,,1,Program to use various relational operators and display their return value. /*Program to use various relational operators*/ #include<stdio.h> #include<conio.h>,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
138,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Logical Operators,Operator Meaning Example Return value,1,Logical NOT 2>9 0 Logical operators are used to combine the results of two or more conditions,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
139,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Logical Operators,Output:,1,"Enter values of c1, c2 and c3: 45 32 98 c1 is greater than c2 c1 is less than c2 or c3 or both",very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
140,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Assignment operator,,1,Assignment operator are used to assign a value or an expression or a value of a variable to another variable Syntax: variable=expression (or) value,very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
141,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Assignment operator,Example : x=10;,1,"x=a+b; x=y; Program to demonstrate assignment operator. #include<stdio.h> #include<conio.h> void main() { int i,j,k; clrscr(); k=(i=4,j=5); printf(""\n k is %d"",k); getch(); } Output: K=5",very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
142,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Increment and Decrement Operator,Operators Meaning,1,++x Pre increment --x Pre decrement x++ Post increment x-- Post decrement ‘++' adds one to the variables. ‘-‘subtract one from the variables,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
143,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Conditional operator (or) ternary operator syntax:,Syntax : Condition? exp1:exp2;,1,"Description: The ‘?:' operator act as a ternary operator, it first evaluate the condition, it it is true then the ‘exp1' is evaluated, if the condition is false then the ‘exp2' is evaluated.It checks the condition logo if it is true, then the value of ‘a' is stored in ‘big' otherwise the value of ‘b' is stored in ‘big' Program using conditional operator. #include<stdio.h> #include<conio.h> void main() { int a=5, b=3, big; big=a.b?a:b; printf(""big is….%d"", big); }",very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
144,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Conditional operator (or) ternary operator syntax:,Output:,1,"big is…5 It check the condition ‘a>b' if it is true, then the value of ‘a' is stored in ‘big' otherwise the value of ‘b' is stored in ‘big'",very_high,4,This chunk is very important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
145,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,Operators Meaning,1,& Bitwise AND | Bitwise OR ^ Bitwise XOR << Shift left >> Shift right ~ One's complement,high,3,This chunk is important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
146,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,X&Y = 0000 0000,1,Truth Table for ‘|' Bitwise OR | 0 1 0 0 1 1 1 1 Example: X=7 = 0000 0111 Y=8 = 0000 1000,very_high,4,"This chunk is very important because it contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
147,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,X|Y = 0000 1111,1,Truth Table for ‘^' Bitwise XOR ^ 0 1 0 0 1 1 1 0 Example: X=13 =0000 1101 Y=8 =0000 1000 X&Y =0000 0101 If either of the operand bit is high (1) then it gives high (1) result,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details and belongs to a high-value revision section.",high,yes,yes,review,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
148,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Special operator,Sizeof Sizeof operator,1,"The comma operator is used to separate the statement elements such as variables, constants and expression",high,3,This chunk is important because it includes a direct definition or core statement and belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
149,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Special operator,Syntax : sizeof(var),1,(c) Pointer operator: &: the address of the variable *: the value of the variable (d) Member selection operators: And: these symbols used to access the elements from a structure,very_high,4,This chunk is very important because it belongs to a high-value revision section.,high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
150,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Expressions,,1,"An expression represents data item such as variables, constants and are interconnected with operators as per the syntax of the language an expression is evaluated using assignment operator",high,3,"This chunk is important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
151,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Expressions,Example : x=a*b-c,1,After the evaluation of the expression the final value is assigned to the variable form right to left Example of algebraic expression and C expression,medium,2,"This chunk is moderately important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
152,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Syntax : putchar (character variable),1,Description: character variable is the valid ‘c' variable of the type of char data type Example: char x; x=getchar(); It reads a single character from a standard input device,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
153,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,,1,"Program to print the character standard input device. #include<stdio.h> #include<conio.h> void main() { char ch; printf(""Enter any character/digits….""); ch=getchar(); if(isalpha(ch)>0) printf(""it is a alphabet""); else if(isdigit(ch)>0) printf(""it is a digit""); else printf(""it is alphanumeric""); }",low,1,This chunk is lower priority because it mainly includes a direct definition or core statement.,low,no,no,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
154,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Output:,1,Enter any character/digits…………..a It is a alphabet 2 Enter any character/digit…………...9 It is a digit 3 Enter any character/digit………….. # It is a alphanumeric Single character Output-putchar () function:,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
155,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Syntax : Putchar(character variable);,1,Description: Character variable is a valid ‘c' variable of the type of char data type,medium,2,This chunk is moderately important because it includes a direct definition or core statement.,medium,no,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
156,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Example : char x; putchar(x);,1,The Putchar () function is used to display one character at a time on the standard output device,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
157,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Example : char c; putc(c);,1,The gets() and put () function; The gets() function is used to read the string from the standard input device (keyboard) Syntax: gets( char type of array variable) Description: valid ‘c' variable declared as one dimension char type,very_high,4,"This chunk is very important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
158,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,Example : gets(s),1,The put-s() function is used to display / write the string to the standard output device (monitor),high,3,"This chunk is important because it includes a direct definition or core statement and contains exam-ready facts, examples, or syntax details.",high,yes,yes,good,Hybrid-importance style target for the recommended flow; suitable for ranking topics and subtopics before quiz generation.
