id,source_type,document_title,subject,chapter_title,section_heading,chunk_index,chunk_text,topic_label,subtopic_label,section_type,topic_priority,quality_label,notes
106,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,"The character used to form words, numbers and expressions depend upon the computer an which the program runs",The C Character Set,,applications,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
107,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character,The C Character Set,Horizontal Tab,control_flow,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
108,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters,The C Character Set,Name,concept,low,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
109,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,": (Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator The C keyboards The c keyboards are reserved words by the compiler All the c keywords have been assigned a fixed meaning",The C Character Set,Delimiters Use,office_tools,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
110,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile,The C Character Set,Auto Double int struct,c_data_types,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
111,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal,The C Character Set,Do If static While,office_tools,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
112,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,1,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character",The C Character Set,Identifiers,concept,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
113,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constants,1,The constants I care applicable to the values which do not charge during the execution of a program,Constants,,organization_components,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
114,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Numerical Constants,1,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols,Numerical Constants,,number_systems,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
115,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Character Constant,1,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc",Character Constant,,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
116,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Data Types,1,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types,Data Types,,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
117,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,1,"(1) Integer, short and long All C compliers offer either short or long integer data types",Integers data types,,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
118,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,1,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld",Integers data types,Short Integer Long Integer,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
119,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,1,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c,Integers data types,Signed Integer Unsigned Integer,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
120,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,1,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a Example: Double y;",Integers data types,Float Double float,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
121,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,1,"Declaration provides two things, (1) compiles obtains the variable name, (2) it tells the compiles the data type of the variable being declared and helps in allocating the memory",Declaring variables,,conversion_method,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
122,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,1,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types",Declaring variables,Data type variable - name,office_tools,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
123,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,1,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant,Initializing variable,,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
124,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,1,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z",Initializing variable,Or,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
125,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,1,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example:,Constant and volatile variables,,office_tools,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
126,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,1,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program,Constant and volatile variables,Const int m=10;,c_data_types,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
127,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,1,"It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as follows V olatile const d = 10",Constant and volatile variables,V olatile int d:,organization_components,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
128,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,1,+ − ++ -- ! * & sizeof <type> Unary plus Unary minus Increment Decrement Not operator One's complement Address operator Size of an object Type cast,Operators And Expression,Left to Right 1st,operators_expressions,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
129,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,1,(c) Then the outer most is evaluated 8 is divided by 8 and gives result 1,Operators And Expression,Left to right 7th,organization_components,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
130,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,1,An operator is a symbol that specifies an operation to be performed an the opelands Two opelands called binary operators,Operators,,number_systems,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
131,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,1,(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment and decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator,Operators,Types of Operators,classification_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
132,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,1,+ Addition 2+9=11 - Subtraction 9-2=7 * Multiplication 2*9=18 / Division 9/3=3 % Modulo division 9%2=1 All the above operator are called binary operator as they acts upon two operands at a time The following table shows how the division operator operates an various data types,Arithmetic Operator,Operator Meaning Example,number_systems,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
133,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,1,Unary arithmetic operator Binary arithmetic operator Integer arithmetic operator (a) Unary Operator: It requires only one operand,Arithmetic Operator,Operation Result Example,number_systems,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
134,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,1,"(c) Integer arithmetic: It require both operands are integer values for arithmetic operation Example: A=5, B=4 (d) Floating point arithmetic: It requires both operands are float type for arithmetic operation Example: A=6.5, B=3.5",Arithmetic Operator,"Example: +x, -y",organization_components,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
135,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,1,"Description: AE, &AE2 are constants or an expression variables Example: a>2 yields true, which is equal to 1",Relational Operators,"Syntax: AE, relational operator AE2",c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
136,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,1,a<b True 1 (a+b)>=c True 1 (b+c)>(a+5) False 0 c!=3 False 0 b==2 True 1 The value of relational expression is either one or zero,Relational Operators,Expression Interpretation Value,organization_components,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
137,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Relational Operators,1,Program to use various relational operators and display their return value. /*Program to use various relational operators*/ #include<stdio.h> #include<conio.h>,Relational Operators,,organization_components,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
138,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Logical Operators,1,Logical NOT 2>9 0 Logical operators are used to combine the results of two or more conditions,Logical Operators,Operator Meaning Example Return value,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
139,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Logical Operators,1,"Enter values of c1, c2 and c3: 45 32 98 c1 is greater than c2 c1 is less than c2 or c3 or both",Logical Operators,Output:,organization_components,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
140,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Assignment operator,1,Assignment operator are used to assign a value or an expression or a value of a variable to another variable Syntax: variable=expression (or) value,Assignment operator,,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
141,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Assignment operator,1,"x=a+b; x=y; Program to demonstrate assignment operator. #include<stdio.h> #include<conio.h> void main() { int i,j,k; clrscr(); k=(i=4,j=5); printf(""\n k is %d"",k); getch(); } Output: K=5",Assignment operator,Example : x=10;,c_program_structure,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
142,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Increment and Decrement Operator,1,++x Pre increment --x Pre decrement x++ Post increment x-- Post decrement ‘++' adds one to the variables. ‘-‘subtract one from the variables,Increment and Decrement Operator,Operators Meaning,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
143,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Conditional operator (or) ternary operator syntax:,1,"Description: The ‘?:' operator act as a ternary operator, it first evaluate the condition, it it is true then the ‘exp1' is evaluated, if the condition is false then the ‘exp2' is evaluated.It checks the condition logo if it is true, then the value of ‘a' is stored in ‘big' otherwise the value of ‘b' is stored in ‘big' Program using conditional operator. #include<stdio.h> #include<conio.h> void main() { int a=5, b=3, big; big=a.b?a:b; printf(""big is….%d"", big); }",Conditional operator (or) ternary operator syntax:,Syntax : Condition? exp1:exp2;,organization_components,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
144,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Conditional operator (or) ternary operator syntax:,1,"big is…5 It check the condition ‘a>b' if it is true, then the value of ‘a' is stored in ‘big' otherwise the value of ‘b' is stored in ‘big'",Conditional operator (or) ternary operator syntax:,Output:,organization_components,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
145,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,1,& Bitwise AND | Bitwise OR ^ Bitwise XOR << Shift left >> Shift right ~ One's complement,Bitwise operator,Operators Meaning,operators_expressions,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
146,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,1,Truth Table for ‘|' Bitwise OR | 0 1 0 0 1 1 1 1 Example: X=7 = 0000 0111 Y=8 = 0000 1000,Bitwise operator,X&Y = 0000 0000,office_tools,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
147,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Bitwise operator,1,Truth Table for ‘^' Bitwise XOR ^ 0 1 0 0 1 1 1 0 Example: X=13 =0000 1101 Y=8 =0000 1000 X&Y =0000 0101 If either of the operand bit is high (1) then it gives high (1) result,Bitwise operator,X|Y = 0000 1111,office_tools,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
148,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Special operator,1,"The comma operator is used to separate the statement elements such as variables, constants and expression",Special operator,Sizeof Sizeof operator,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
149,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Special operator,1,(c) Pointer operator: &: the address of the variable *: the value of the variable (d) Member selection operators: And: these symbols used to access the elements from a structure,Special operator,Syntax : sizeof(var),applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
150,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Expressions,1,"An expression represents data item such as variables, constants and are interconnected with operators as per the syntax of the language an expression is evaluated using assignment operator",Expressions,,organization_components,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
151,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Expressions,1,After the evaluation of the expression the final value is assigned to the variable form right to left Example of algebraic expression and C expression,Expressions,Example : x=a*b-c,organization_components,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
152,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,Description: character variable is the valid ‘c' variable of the type of char data type Example: char x; x=getchar(); It reads a single character from a standard input device,Unformatted I/O statements,Syntax : putchar (character variable),c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
153,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,"Program to print the character standard input device. #include<stdio.h> #include<conio.h> void main() { char ch; printf(""Enter any character/digits….""); ch=getchar(); if(isalpha(ch)>0) printf(""it is a alphabet""); else if(isdigit(ch)>0) printf(""it is a digit""); else printf(""it is alphanumeric""); }",Unformatted I/O statements,,c_program_structure,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
154,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,Enter any character/digits…………..a It is a alphabet 2 Enter any character/digit…………...9 It is a digit 3 Enter any character/digit………….. # It is a alphanumeric Single character Output-putchar () function:,Unformatted I/O statements,Output:,input_output,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
155,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,Description: Character variable is a valid ‘c' variable of the type of char data type,Unformatted I/O statements,Syntax : Putchar(character variable);,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
156,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,The Putchar () function is used to display one character at a time on the standard output device,Unformatted I/O statements,Example : char x; putchar(x);,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
157,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,The gets() and put () function; The gets() function is used to read the string from the standard input device (keyboard) Syntax: gets( char type of array variable) Description: valid ‘c' variable declared as one dimension char type,Unformatted I/O statements,Example : char c; putc(c);,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
158,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Unformatted I/O statements,1,The put-s() function is used to display / write the string to the standard output device (monitor),Unformatted I/O statements,Example : gets(s),applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
159,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Formatted I/O Statement,1,Var1 var2 varn - are the arguments or variable in which the data is going to be accepted,Formatted I/O Statement,Input Output,c_data_types,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
160,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Formatted I/O Statement,1,"program to print the sum of two number #include<stdio.h> #include<conio.h> void main() { int a, b, c; a=6; b=8; c=a+b; printf(""sum of two number is %d\n"",c); getch(); }",Formatted I/O Statement,,c_program_structure,low,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
161,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,1,‘C' language provides the following conditional (decision making) statements Nested if ….else statement If…else ladder The if statement,Decision Making,Control statement,control_flow,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
162,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,1,"If there are more than three alternatives and indentation is not consistent, it may be different for you to determine the logical structure of the if statement",Decision Making,,operators_expressions,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
163,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,2,"The following Program illustrate the useof IF with multiple statement. #include<stdio.h> void main() { int i; printf(""enter the number less than 10…""); scanf(""%d"",&i); if(i<=10) { printf(""%d"", i); printf(""\n the entered number %d is less than 10"",i); } }",Decision Making,,c_program_structure,low,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
164,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,1,Enter the number less than 10….5 The entered number 5 is less than 10 The if ….else statement,Decision Making,Output:,concept,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
165,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,1,biggest of two numbers is 78 biggest of two numbers(using else) is 78 Nested if …,Decision Making,Enter two values:45 78,organization_components,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
166,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Decision Making,3,if(condition 1) { statement 1; } elseif(condition 2) { statement 2; } elseif(condition 3) { statement 3; } else {,Decision Making,,concept,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
167,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,1,"The assignment, incrementation or decrementation and condition checking is done in for statement only, where as other control structures are not offered all these features in one statements",Branching And Looping,,operators_expressions,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
168,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,2,"Program to print n numbers using for…..loop structure. #include<stdio.h> #include<conio.h> void main() { int i, n; clrscr(); printf(""Enter the number:""); scanf(""%d"",&n); for(i=0;i<n;i++) { printf(""the numbers are %d\n"",i); } getch(); } Output:",Branching And Looping,,c_program_structure,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
169,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,1,The numbers are 0 The numbers are 1 The numbers are 2 The numbers are 3 The numbers are 4 The numbers are 5 The for loop,Branching And Looping,Enter the number: 6,control_flow,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
170,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,1,The numbers are 0 The numbers are 1 The numbers are 2 The switch() Statement,Branching And Looping,Enter the number: 3,control_flow,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
171,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,3,By mistake if no break statements are given all the cases following it are executed,Branching And Looping,,control_flow,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
172,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,1,"c=a/b; break; } printf(""Result is %d\n"",c); getch(); } Output: Calculation code + ADD - SUB * MUL",Branching And Looping,Case ‘/':,input_output,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
173,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Branching And Looping,1,The control then automatically goes to the first statement after the loop or block the break can be associated with all conditional statement,Branching And Looping,/ DIV,control_flow,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
174,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Introduction,1,Declaration of an array is done as follows int a[5]; It tells the compiles that a is an integer type of array and can store 5 integers,Arrays And Structures,Output: 4,c_data_types,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
175,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Array Initialization,1,"int a[5] ={ 1,2,3,4,5}; Here, 5 elements are stored in an array a. calling array elements. a[0] refer to 1st element i.e",Array Initialization,,arrays_strings_pointers,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
176,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Definition of array,1,"(a) One-Dimensional Array The collection of data items can be stored under a one variable name using only one subscript, such a variable is called the one-dimensional array",Definition of array,,definition,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
177,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Definition of array,2,"Program to display character array with their address. #include<stdio.h> #include<conio.h> void main() { char name[10]={‘A', ‘R', ‘R', ‘A', ‘Y'}; inti=0; clrscr(); printf(""\n character memory location \n""); while(name[i]!='\0') { printf(""\n [%c] \t\t [%u]"", name[i], &name[i]); i++; } getch(); } Output: Character Memory location [A] 4054 [R] 4055 [R] 4056 [A] 4057",Definition of array,,definition,high,review,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
178,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Definition of array,1,"The element of an array are stored in continuous memory location The element of onedimensional array A,R,R,A,Y, are stored from location 4054 to 4058 (b) Two Dimensional Array A two dimensional array can be thought of as a rectangular display of element with rows and columns",Definition of array,[Y] 4058,definition,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
179,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Definition of array,1,"For example, in the above table each row of a two-dimensional array can be thought of as a single- dimensional array",Definition of array,Col 1 Col2 Col3,definition,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
180,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Definition of array,1,1 2 3 4 5 6 8 9 (c) Three or Multi Dimensional Arrays The C program allows array of two or multi dimensions,Definition of array,Elements of an array,definition,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
181,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,String manipulation,1,"In ‘C' language the group of character, digits and symbols enclosed within quotation marks are called as string otherwise string strings are array of characters",String manipulation,,arrays_strings_pointers,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
182,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,String manipulation,2,"Char name [ ]={‘A','B','I','\0'}; Each character is stored in one bytes of memory and successive character of the string are stored in successive byte",String manipulation,,arrays_strings_pointers,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
183,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Initialization of string,1,"The string can be initialized as follows Char name[ ] = ""ABI""; The characters of the string are enclosed within a pair of double quotes",Initialization of string,,c_data_types,low,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
184,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Initialization of string,1,"The ""%s"" control string can be used in scanfc, statement to read a string from the terminal and the same may be used to write string to the terminal in printf() statement",Initialization of string,Reading and writing string,applications,medium,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
185,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Arrays And Structures,Initialization of string,2,The commonly used string manipulation functions are follows: (1) The strlen() function: This function is used to count and return the number of character present in a string,Initialization of string,,applications,high,good,Natural extraction target grounded in the uploaded FOCP PDF and aligned to the topic/subtopic flow.
