id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,key_points,flashcards_json,summary_style,difficulty_level,quality_label,notes
87,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,S ← (a+b+c)/2,1,Step 4: To Find area of a triangle apply formula Area sqrt (s*(s - a)*(s-b)*(s-c)) Step 5: Print the area,Step 4: To Find area of a triangle apply formula Area sqrt (s*(s - a)*(s-b)*(s-c)) Step 5: Print,"[{""front"": ""What should a student remember about S ← (a+b+c)/2?"", ""back"": ""Step 4: To Find area of a triangle apply formula Area sqrt (s*(s - a)*(s-b)*(s-c)) Step 5: Print""}]",concise,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
88,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,"Read the value of a,b,c",1,To calculate three sides of triangle using formula s = (a+b+c)/2 To find area of a triangle using formula Area sqrt (s*(s - a)*(s-b)*(s-c)) WRITE the output area,To calculate three sides of triangle using formula s = (a+b+c)/2 To find area of a triangle using,"[{""front"": ""Which point best describes Read the value of a,b,c?"", ""back"": ""To calculate three sides of triangle using formula s = (a+b+c)/2 To find area of a triangle using""}]",plain,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
89,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Step1 : Start,1,"Step 4: Else, IF (b>c) Then print ‘B is Big' Step 5: Else print ‘C is Big' Step 6: Stop",IF (b>c) Then print ‘B is Big' Step 5: Else print ‘C is Big' Step 6: Stop,"[{""front"": ""What should a student remember about Step1 : Start?"", ""back"": ""IF (b>c) Then print ‘B is Big' Step 5: Else print ‘C is Big' Step 6: Stop""}]",study_friendly,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
90,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,"Set initial a, b, c",1,"READ the value for a, b, c IF (a>b) and (a>c) THEN WRITE ‘A is Big' Else, IF (b>c) THEN WRITE ‘B is Big' ELSE WRITE ‘C is Big'","Set initial a, b, c is a key idea in Limitations of Pseudocode | READ the value for a | (a>c) THEN WRITE ‘A is Big' Else | IF (b>c) THEN WRITE ‘B is Big' ELSE WRITE ‘C is Big'","[{""front"": ""What should a student remember about Set initial a, b, c?"", ""back"": ""Set initial a, b, c is a key idea in Limitations of Pseudocode""}, {""front"": ""What should a student remember about Set initial a, b, c?"", ""back"": ""READ the value for a""}, {""front"": ""Which point best describes Set initial a, b, c?"", ""back"": ""(a>c) THEN WRITE ‘A is Big' Else""}]",revision_ready,medium,review,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
91,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Algorithm:,1,"Step 2: Read the value of year Step 3: if ((year mod 4) = 0) then print ""It is a Leap Year""","Step 2: Read the value of year Step 3: if ((year mod 4) = 0) then print ""It","[{""front"": ""What should a student remember about Algorithm:?"", ""back"": ""Step 2: Read the value of year Step 3: if ((year mod 4) = 0) then print \""It""}]",concise,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
92,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Pseudo code:,1,"Set initial zero to D, Root1 and Root2 READ the value of A, B, C","Set initial zero to D, Root1 and Root2 READ the value of A, B, C","[{""front"": ""Which point best describes Pseudo code:?"", ""back"": ""Set initial zero to D, Root1 and Root2 READ the value of A, B, C""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
93,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Limitations of Pseudocode,Find Discriminate,1,D=B*B-4*A*C IF D>=0 THEN Calculate Root1 (-B+ sqrt (D)) / (2*a) Root2 (-B- sqrt (D)) / (2*a) ELSE Roots are imaginary,D=B*B-4*A*C IF D>=0 THEN Calculate Root1 (-B+ sqrt (D)) / (2*a) Root2 (-B- sqrt (D)) / (2*a) ELSE,"[{""front"": ""Which point best describes Find Discriminate?"", ""back"": ""D=B*B-4*A*C IF D>=0 THEN Calculate Root1 (-B+ sqrt (D)) / (2*a) Root2 (-B- sqrt (D)) / (2*a) ELSE""}]",study_friendly,medium,review,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
94,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,,1,(a) fast (b) editing features (c) permanent storage (d) formatting features (e) graphics (f) OLE object linicing and embedding (g) Spell check (h) Tables (i) Mail merge,(a) fast (b) editing features (c) permanent storage (d) formatting features (e) graphics (f) OLE object linicing | Embedding (g) Spell check (h) Tables (i) Mail merge,"[{""front"": ""What is a key fact about Word Processing?"", ""back"": ""(a) fast (b) editing features (c) permanent storage (d) formatting features (e) graphics (f) OLE object linicing""}, {""front"": ""What is a key fact about Word Processing?"", ""back"": ""Embedding (g) Spell check (h) Tables (i) Mail merge""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
95,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,Introduction to MS -word,1,"MS - word is a word processing program that lets us to create documents such as letter, reports, manuals and newletters etc The option provided by ms-word are explained below",MS - word is a word processing program that lets us to create documents such as letter | Newletters etc The option provided by ms-word are explained below,"[{""front"": ""What is a key fact about Introduction to MS -word?"", ""back"": ""MS - word is a word processing program that lets us to create documents such as letter""}, {""front"": ""Which point best describes Introduction to MS -word?"", ""back"": ""Newletters etc The option provided by ms-word are explained below""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
96,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,Working with document,1,"(i) Entering Text Type the text in the document press enter key, when we want to start new paragraph",(i) Entering Text Type the text in the document press enter key | When we want to start new paragraph,"[{""front"": ""Which point best describes Working with document?"", ""back"": ""(i) Entering Text Type the text in the document press enter key""}, {""front"": ""What should a student remember about Working with document?"", ""back"": ""When we want to start new paragraph""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
97,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,,2,"(iv) Copying test (1) Select the text, which we want to copy (2) Click on copy button on the formatting tool bar or choose copy option form the Edit menu or press CTRL+C (3) Now the selected text disappears and it immediately places in the clip board (4) Place the cursor at desired location i.e, Where we want to insert the text","(iv) Copying test | Select the text, which we want to copy | Click on copy button on the formatting tool bar or choose copy option form the Edit menu or | Now the selected text disappears and it immediately places in the clip board","[{""front"": ""What should a student remember about Word Processing?"", ""back"": ""(iv) Copying test""}, {""front"": ""Which point best describes Word Processing?"", ""back"": ""Select the text, which we want to copy""}, {""front"": ""Which point best describes Word Processing?"", ""back"": ""Click on copy button on the formatting tool bar or choose copy option form the Edit menu or""}]",study_friendly,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
98,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Finding and Replacing Text,,1,Choose the Find and Replace option from the Edit menu or press CTRL+F The find and replace dialog box appears,Choose the Find and Replace option from the Edit menu or press CTRL+F | The find and replace dialog box appears,"[{""front"": ""Which point best describes Finding and Replacing Text?"", ""back"": ""Choose the Find and Replace option from the Edit menu or press CTRL+F""}, {""front"": ""Which point best describes Finding and Replacing Text?"", ""back"": ""The find and replace dialog box appears""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
99,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,1,We can also select a font by clicking the list arrow in the font type box on the following toolbar,We can also select a font by clicking the list arrow in the font type box on the,"[{""front"": ""Which point best describes Formatting Documents?"", ""back"": ""We can also select a font by clicking the list arrow in the font type box on the""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
100,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,2,Bullets are now inserted in the paragraph (4) Inserting Symbols (1) Select symbol option from the insert menu,Bullets are now inserted in the paragraph | Inserting Symbols | Select symbol option from the insert menu,"[{""front"": ""What should a student remember about Formatting Documents?"", ""back"": ""Bullets are now inserted in the paragraph""}, {""front"": ""What is a key fact about Formatting Documents?"", ""back"": ""Inserting Symbols""}, {""front"": ""What should a student remember about Formatting Documents?"", ""back"": ""Select symbol option from the insert menu""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
101,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Working with tables,,1,"Tables and border button Table -> Convert Text to Table menu selection (1) Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the button",Tables and border button Table -> Convert Text to Table menu selection | Using the Insert Table Button To use the insert table button | Drag the desired number of rows,"[{""front"": ""What is a key fact about Problem Solving And?"", ""back"": ""Tables and border button Table -> Convert Text to Table menu selection""}, {""front"": ""What should a student remember about Problem Solving And?"", ""back"": ""Using the Insert Table Button To use the insert table button""}, {""front"": ""What is a key fact about Problem Solving And?"", ""back"": ""Drag the desired number of rows""}]",study_friendly,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
102,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Introduction,,1,"A structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for",A structured language allows variety of programs in small modules C provides loop constructs like while,"[{""front"": ""What should a student remember about Introduction To C?"", ""back"": ""A structured language allows variety of programs in small modules C provides loop constructs like while""}]",revision_ready,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
103,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Structure of a C program,Statements,1,Empty parathensis after main are necessary The function mains is a starting point of every c program,Empty parathensis after main are necessary The function mains is a starting point of every c program,"[{""front"": ""What is a key fact about Statements?"", ""back"": ""Empty parathensis after main are necessary The function mains is a starting point of every c program""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
104,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Programming Rules,,1,Upper case letter are only used for symbolic constants (2) Bank spaces may be inserted between the words,Upper case letter are only used for symbolic constants | Bank spaces may be inserted between the words,"[{""front"": ""What should a student remember about Programming Rules?"", ""back"": ""Upper case letter are only used for symbolic constants""}, {""front"": ""What is a key fact about Programming Rules?"", ""back"": ""Bank spaces may be inserted between the words""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
105,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Executing the program,,1,"After correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same",After correcting each statement it there is no error | Translated program are stored in another file,"[{""front"": ""What is a key fact about Executing the program?"", ""back"": ""After correcting each statement it there is no error""}, {""front"": ""What is a key fact about Executing the program?"", ""back"": ""Translated program are stored in another file""}]",study_friendly,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
106,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,,1,"The character used to form words, numbers and expressions depend upon the computer an which the program runs","The character used to form words, numbers and expressions depend upon the computer an which the program runs","[{""front"": ""What is The C Character Set used for?"", ""back"": ""The character used to form words, numbers and expressions depend upon the computer an which the program runs""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
107,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Horizontal Tab,1,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name,"[{""front"": ""What should a student remember about Horizontal Tab?"", ""back"": ""Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
108,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Name,1,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to,"[{""front"": ""What should a student remember about Name?"", ""back"": ""Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to""}]",plain,easy,review,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
109,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Delimiters Use,1,": (Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator The C keyboards The c keyboards are reserved words by the compiler All the c keywords have been assigned a fixed meaning",Delimiters Use is a key idea in The C Character Set | (Colon) Useful for label | (Semicolon) Terminates statement () (parenthesis) Used in expression | Function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive,"[{""front"": ""Which point best describes Delimiters Use?"", ""back"": ""Delimiters Use is a key idea in The C Character Set""}, {""front"": ""Which point best describes Delimiters Use?"", ""back"": ""(Colon) Useful for label""}, {""front"": ""What should a student remember about Delimiters Use?"", ""back"": ""(Semicolon) Terminates statement () (parenthesis) Used in expression""}]",study_friendly,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
110,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Auto Double int struct,1,break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile,Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For,"[{""front"": ""Which point best describes Auto Double int struct?"", ""back"": ""Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
111,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Do If static While,1,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal,"[{""front"": ""What should a student remember about Do If static While?"", ""back"": ""Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
112,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Identifiers,1,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character","They are user-defined names consisting sequence of letters and digits, with the letter as the first character","[{""front"": ""Which point best describes Identifiers?"", ""back"": ""They are user-defined names consisting sequence of letters and digits, with the letter as the first character""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
113,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constants,,1,The constants I care applicable to the values which do not charge during the execution of a program,The constants I care applicable to the values which do not charge during the execution of a program,"[{""front"": ""What should a student remember about Constants?"", ""back"": ""The constants I care applicable to the values which do not charge during the execution of a program""}]",study_friendly,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
114,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Numerical Constants,,1,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part,"[{""front"": ""What should a student remember about Numerical Constants?"", ""back"": ""(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
115,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Character Constant,,1,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc",A variable name may be declared based on the meaning of the operation same meaningful variable names are,"[{""front"": ""Which point best describes Character Constant?"", ""back"": ""A variable name may be declared based on the meaning of the operation same meaningful variable names are""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
116,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Data Types,,1,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types,Data is represented using numbers or characters The numbers may be integers or real C complete supports different,"[{""front"": ""What is a key fact about Data Types?"", ""back"": ""Data is represented using numbers or characters The numbers may be integers or real C complete supports different""}]",plain,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
117,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,,1,"(1) Integer, short and long All C compliers offer either short or long integer data types","Integer, short and long All C compliers offer either short or long integer data types","[{""front"": ""What should a student remember about Integers data types?"", ""back"": ""Integer, short and long All C compliers offer either short or long integer data types""}]",study_friendly,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
118,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Short Integer Long Integer,1,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld","Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647","[{""front"": ""What is a key fact about Short Integer Long Integer?"", ""back"": ""Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647""}]",revision_ready,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
119,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Signed Integer Unsigned Integer,1,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255,"[{""front"": ""Which point best describes Signed Integer Unsigned Integer?"", ""back"": ""Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255""}]",concise,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
120,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Float Double float,1,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a Example: Double y;","Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 | Double y","[{""front"": ""What is a key fact about Float Double float?"", ""back"": ""Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308""}, {""front"": ""What should a student remember about Float Double float?"", ""back"": ""Double y""}]",plain,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
121,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,,1,"Declaration provides two things, (1) compiles obtains the variable name, (2) it tells the compiles the data type of the variable being declared and helps in allocating the memory",Compiles obtains the variable name | It tells the compiles the data type of the variable being declared | Helps in allocating the memory,"[{""front"": ""What should a student remember about Declaring variables?"", ""back"": ""Compiles obtains the variable name""}, {""front"": ""What is a key fact about Declaring variables?"", ""back"": ""It tells the compiles the data type of the variable being declared""}, {""front"": ""What should a student remember about Declaring variables?"", ""back"": ""Helps in allocating the memory""}]",study_friendly,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
122,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,Data type variable - name,1,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types",Data type variable - name is a key idea in Declaring variables | Double are keywords to represent data types,"[{""front"": ""What is a key fact about Data type variable - name?"", ""back"": ""Data type variable - name is a key idea in Declaring variables""}, {""front"": ""What should a student remember about Data type variable - name?"", ""back"": ""Double are keywords to represent data types""}]",revision_ready,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
123,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,,1,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant,"[{""front"": ""What should a student remember about Initializing variable?"", ""back"": ""Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant""}]",concise,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
124,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,Or,1,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z",Data-type variable - name - constant For example X = 2 | Where x is an integer variable Int y = 2,"[{""front"": ""Which point best describes Or?"", ""back"": ""Data-type variable - name - constant For example X = 2""}, {""front"": ""What should a student remember about Or?"", ""back"": ""Where x is an integer variable Int y = 2""}]",plain,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
125,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,,1,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example:,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the,"[{""front"": ""What should a student remember about Constant and volatile variables?"", ""back"": ""(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the""}]",study_friendly,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
126,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,Const int m=10;,1,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external,"[{""front"": ""What is a key fact about Const int m=10;?"", ""back"": ""(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external""}]",revision_ready,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
127,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,V olatile int d:,1,"It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as follows V olatile const d = 10",It the value of a variable in the current program is to be maintained constant | Desired not to be changed by any other external operation | Than the declaration of variable will be as follows V olatile const d = 10,"[{""front"": ""What should a student remember about V olatile int d:?"", ""back"": ""It the value of a variable in the current program is to be maintained constant""}, {""front"": ""What should a student remember about V olatile int d:?"", ""back"": ""Desired not to be changed by any other external operation""}, {""front"": ""What is a key fact about V olatile int d:?"", ""back"": ""Than the declaration of variable will be as follows V olatile const d = 10""}]",concise,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
128,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,Left to Right 1st,1,+ − ++ -- ! * & sizeof <type> Unary plus Unary minus Increment Decrement Not operator One's complement Address operator Size of an object Type cast,+ − ++ -- ! * & sizeof <type> Unary plus Unary minus Increment Decrement Not operator One's,"[{""front"": ""What should a student remember about Left to Right 1st?"", ""back"": ""+ − ++ -- ! * & sizeof <type> Unary plus Unary minus Increment Decrement Not operator One's""}]",plain,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
129,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators And Expression,Left to right 7th,1,(c) Then the outer most is evaluated 8 is divided by 8 and gives result 1,(c) Then the outer most is evaluated 8 is divided by 8 and gives result 1,"[{""front"": ""What is a key fact about Left to right 7th?"", ""back"": ""(c) Then the outer most is evaluated 8 is divided by 8 and gives result 1""}]",study_friendly,easy,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
130,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,,1,An operator is a symbol that specifies an operation to be performed an the opelands Two opelands called binary operators,An operator is a symbol that specifies an operation to be performed an the opelands Two opelands called,"[{""front"": ""What is an operator?"", ""back"": ""An operator is a symbol that specifies an operation to be performed an the opelands Two opelands called""}]",revision_ready,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
131,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Operators,Types of Operators,1,(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment and decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator,(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment | Decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator,"[{""front"": ""Which point best describes Types of Operators?"", ""back"": ""(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment""}, {""front"": ""Which point best describes Types of Operators?"", ""back"": ""Decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator""}]",concise,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
132,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,Operator Meaning Example,1,+ Addition 2+9=11 - Subtraction 9-2=7 * Multiplication 2*9=18 / Division 9/3=3 % Modulo division 9%2=1 All the above operator are called binary operator as they acts upon two operands at a time The following table shows how the division operator operates an various data types,+ Addition 2+9=11 - Subtraction 9-2=7 * Multiplication 2*9=18 / Division 9/3=3 % Modulo division 9%2=1 All the,"[{""front"": ""Which point best describes Operator Meaning Example?"", ""back"": ""+ Addition 2+9=11 - Subtraction 9-2=7 * Multiplication 2*9=18 / Division 9/3=3 % Modulo division 9%2=1 All the""}]",plain,hard,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
133,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Arithmetic Operator,Operation Result Example,1,Unary arithmetic operator Binary arithmetic operator Integer arithmetic operator (a) Unary Operator: It requires only one operand,Unary arithmetic operator Binary arithmetic operator Integer arithmetic operator (a) Unary Operator: It requires only one operand,"[{""front"": ""Which point best describes Operation Result Example?"", ""back"": ""Unary arithmetic operator Binary arithmetic operator Integer arithmetic operator (a) Unary Operator: It requires only one operand""}]",study_friendly,medium,good,"Key points and flashcards are short, factual, and revision-friendly so they can map directly to the flashcard UI."
