id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,question,option_a,option_b,option_c,correct_option,correct_answer_text,explanation,difficulty_level,exam_priority,quality_label,notes
96,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,Working with document,1,"(i) Entering Text Type the text in the document press enter key, when we want to start new paragraph",Which option is correct about Working with document?,"(i) Entering Text Type the text in the document press enter key, when we want to start new paragraph.","Apart from device sharing data and information can also be shared among group of computers, thus creating a large information and knowledge base.","Example: #include<stdio.h> #include<conio.h> void main() { int a; printf('size of variable a is.%d', sizeof(a)); } Output: size of variable a is … 2 The sizeof() operator is a compile time operator (c) Pointer operator...",A,"(i) Entering Text Type the text in the document press enter key, when we want to start new paragraph.","The correct answer is supported by the chunk on Working with document, which states that (i) Entering Text Type the text in the document press enter key, when we want to start new paragraph.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
97,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Word Processing,,2,"(iv) Copying test (1) Select the text, which we want to copy (2) Click on copy button on the formatting tool bar or choose copy option form the Edit menu or press CTRL+C (3) Now the selected text disappears and it immediately places in the clip board (4) Place the cursor at desired location i.e, Where we want to insert the text",Which option is correct about Word Processing?,"(iv) Copying test. Select the text, which we want to copy.","It is easier to develop a program from a pseudocode than with a flowchart Often, it is easy to translate pseudocode into a programming language a step which can be accomplished by less experienced...","The block diagram of the computer system have the following three units, each functional unit corresponds to their basic operations performed as described in details.",A,"(iv) Copying test. Select the text, which we want to copy.","The correct answer is supported by the chunk on Word Processing, which states that (iv) Copying test. Select the text, which we want to copy.",hard,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
98,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Finding and Replacing Text,,1,Choose the Find and Replace option from the Edit menu or press CTRL+F The find and replace dialog box appears,Which option is correct about Finding and Replacing Text?,Syntax: character variable = get () Description: character variable is the valid ‘c' variable of the type of char data type Example: char c; c=getc(); The put() function: This is used to display a...,"That is called the Software Requirement Specifications (SRS) document is the primary output of this place This process involves analysis who meet with interview and observe knowledge, users to understand what the requirements are...",Choose the Find and Replace option from the Edit menu or press CTRL+F. The find and replace dialog box appears.,C,Choose the Find and Replace option from the Edit menu or press CTRL+F. The find and replace dialog box appears.,"The correct answer is supported by the chunk on Finding and Replacing Text, which states that choose the Find and Replace option from the Edit menu or press CTRL+F. The find and replace dialog box appears.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
99,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,1,We can also select a font by clicking the list arrow in the font type box on the following toolbar,Which option is correct about Formatting Documents?,We can also select a font by clicking the list arrow in the font type box on the following toolbar.,"C++ is an object - oriented programming language C++ was developed by bjarne stroustrup at AT & T bell laboratories in murray hill, new jersey, usa.","It is also known as PDL (Program Design Language) For example, the pseudocode given below calculated the area of a rectangle PROMT the user to enter the height of the rectangle PROMT the user...",A,We can also select a font by clicking the list arrow in the font type box on the following toolbar.,"The correct answer is supported by the chunk on Formatting Documents, which states that we can also select a font by clicking the list arrow in the font type box on the following toolbar.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
100,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Formatting Documents,,2,Bullets are now inserted in the paragraph (4) Inserting Symbols (1) Select symbol option from the insert menu,Which option is correct about Formatting Documents?,"Objects are the basic run - time entities in an object - oriented system they may represent a person, a place, a bank account, a table of data or any item that the program...",The statement Cin>>number1; The identifier Cin is a predefined object in c++ that corresponds to the standard input stream.,Bullets are now inserted in the paragraph. Inserting Symbols.,C,Bullets are now inserted in the paragraph. Inserting Symbols.,"The correct answer is supported by the chunk on Formatting Documents, which states that bullets are now inserted in the paragraph. Inserting Symbols.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
101,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Problem Solving And,Working with tables,,1,"Tables and border button Table -> Convert Text to Table menu selection (1) Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the button",Which option is correct about Problem Solving And?,But the called function returns the values. The called function is independent It reads values from the keyboard or generated from initialization and returns the values.,A constructor is a special member function whose tasic is to initialize the objects of its class The constructor is invoked whenever an object of its associated class is create.,"Tables and border button Table -> Convert Text to Table menu selection. Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the...",C,"Tables and border button Table -> Convert Text to Table menu selection. Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the...","The correct answer is supported by the chunk on Problem Solving And, which states that tables and border button Table -> Convert Text to Table menu selection. Using the Insert Table Button To use the insert table button, drag the desired number of rows and columns and release the...",medium,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
102,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Introduction,,1,"A structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for",Which option is correct about Introduction To C?,"If there are more than three alternatives and indentation is not consistent, it may be different for you to determine the logical structure of the if statement.","A structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for.",But the called function returns the values. The called function is independent It reads values from the keyboard or generated from initialization and returns the values.,B,"A structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for.","The correct answer is supported by the chunk on Introduction To C, which states that a structured language allows variety of programs in small modules C provides loop constructs like while, do-while and for.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
103,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Structure of a C program,Statements,1,Empty parathensis after main are necessary The function mains is a starting point of every c program,Which statement best describes Statements?,Empty parathensis after main are necessary The function mains is a starting point of every c program.,The largest single digit is F or 15 ( one less that the base) Since number (0 to 9) and alphabets (A to F) are used to represent the digit in hexadecimal numbers system...,A<b True 1 (a+b)>=c True 1 (b+c)>(a+5) False 0 c!=3 False 0 b==2 True 1 The value of relational expression is either one or zero.,A,Empty parathensis after main are necessary The function mains is a starting point of every c program.,"The correct answer is supported by the chunk on Statements, which states that empty parathensis after main are necessary The function mains is a starting point of every c program.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
104,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Programming Rules,,1,Upper case letter are only used for symbolic constants (2) Bank spaces may be inserted between the words,Which option is correct about Programming Rules?,"A micro computer is a small, low cost digital computer, which usually consists of a microprocessor, a storage unit, an input channel and an output channel, all of which may be on one chip...",Upper case letter are only used for symbolic constants. Bank spaces may be inserted between the words.,Syntax: put ( character variable) Description: character variable is the valid ‘c' variable of the type of char data type.,B,Upper case letter are only used for symbolic constants. Bank spaces may be inserted between the words.,"The correct answer is supported by the chunk on Programming Rules, which states that upper case letter are only used for symbolic constants. Bank spaces may be inserted between the words.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
105,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Executing the program,,1,"After correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same",Which statement best describes Executing the program?,"After correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same.","Assembler Compared to all the types of programming languages, assembly Language is closest to the machine code.","Target string is ABI3. The strcat() function: The strcat() function is used to concatenate or combine, two strings together and forms a new concatenated string.",A,"After correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same.","The correct answer is supported by the chunk on Executing the program, which states that after correcting each statement it there is no error, compliation proceeds and translated program are stored in another file, with the same.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
106,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,,1,"The character used to form words, numbers and expressions depend upon the computer an which the program runs",Which option correctly states the role of The C Character Set?,"C++ is a versatile language for handling very large programs It is suitable for virtually any programming taks including development of editors, compilers, databases, communication systems and any complex real - life application system...","The character used to form words, numbers and expressions depend upon the computer an which the program runs.","(b) Real constants Real constants are often known as floating point constants For example, length, height, prize, distance and so on are measured in real numbers.",B,"The character used to form words, numbers and expressions depend upon the computer an which the program runs.","The correct answer is supported by the chunk on The C Character Set, which states that the character used to form words, numbers and expressions depend upon the computer an which the program runs.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
107,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Horizontal Tab,1,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character,Which option is correct about Horizontal Tab?,"Write a program to show how user_defined function is called. #include<stdio.h> #include<conio.h> void main() { int x=1,y=2,z; z=add(x,y); printf('z=%d',z); } /* function definition */ add(a,b) { return(a+b); }.","The identifier Cin is a predefined object in c++ that corresponds to the standard input stream Here, this stream represents the keyboard The operator >> is known as extraction or get from operator.",Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character.,C,Small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character.,"The correct answer is supported by the chunk on Horizontal Tab, which states that small a to z Vertical Tab New Line Form Feed List of Special Characters Special Character Character Name Special Character Character.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
108,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Name,1,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters,Which option is correct about Name?,The object cout has a simple interface if string represents a string variable Cout<<String;. << -> bitwise left shift operator this concept is known as operator over loading.,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters.,We can also select a font by clicking the list arrow in the font type box on the following toolbar. Applying superscript and subseript format The superscript format places text slightly above a line...,B,Question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters.,"The correct answer is supported by the chunk on Name, which states that question mark & Ampersand % Percent ^ Caret # Number sign or hash * Asterisk = Equal to - Minus @ At the rate Delimiters.",easy,low,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
109,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Delimiters Use,1,": (Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator The C keyboards The c keyboards are reserved words by the compiler All the c keywords have been assigned a fixed meaning",Which option is correct about Delimiters Use?,"(Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator...","Then assign the value 77 to c Finally assign 80 to the val The comma operator is used to separate the statement elements such as variables, constants and expression.","{ union member1; union member2;' …………… …………… union member3; }; union union_variable Union is a variable, which is similar to the structure.",A,"(Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator...","The correct answer is supported by the chunk on Delimiters Use, which states that (Colon) Useful for label; (Semicolon) Terminates statement () (parenthesis) Used in expression and function [] (Square Bracket) Used for array declaration {} (Curly brace) Scope of statement # (Hash) Preprocessor directive, (Comma) Variable separator...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
110,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Auto Double int struct,1,break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile,Which option is correct about Auto Double int struct?,"Structures can be declared as given below struct struct_type { type variable1; type variable2; }; Structure declaration always starts with struct keyword Here, struct- type is known as tag.",Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile.,Are followed the must produce a solution to the specified problem Pseudocodes should be concise Each instruction should be written in a separate line an each statement in pseudocode should express just one action...,B,Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile.,"The correct answer is supported by the chunk on Auto Double int struct, which states that break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
111,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Do If static While,1,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal,Which option is correct about Do If static While?,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal.,Enter length up to which comparison is to be made: 2 The two strings are identified up to2 characters. The strrev() function: The strrev() function is used to reverse a string.,First generation computer were vacuum tubes/thermionic value based machines these computers used vacuum tubes for circuitry and magnetic drums for memory.,A,Additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal.,"The correct answer is supported by the chunk on Do If static While, which states that additional keywords for Borland c are as follows Asm Cdecl Far Huge interrupt Near pascal.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
112,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,The C Character Set,Identifiers,1,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character",Which statement best describes Identifiers?,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character.","For example, length, height, prize, distance and so on are measured in real numbers For example: 2.5, 5.321, 3.14 etc.",Here both the calling and the called functions are partly communicated with each other.,A,"They are user-defined names consisting sequence of letters and digits, with the letter as the first character.","The correct answer is supported by the chunk on Identifiers, which states that they are user-defined names consisting sequence of letters and digits, with the letter as the first character.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
113,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constants,,1,The constants I care applicable to the values which do not charge during the execution of a program,Which option is correct about Constants?,"Var1 var2 varn - are the arguments or variable in which the data is going to be accepted (c) Example: int n; scanf('%d',&n); The printf () function (a) Syntax: print f( control string '...",The constants I care applicable to the values which do not charge during the execution of a program.,Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile.,B,The constants I care applicable to the values which do not charge during the execution of a program.,"The correct answer is supported by the chunk on Constants, which states that the constants I care applicable to the values which do not charge during the execution of a program.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
114,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Numerical Constants,,1,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols,Which option is correct about Numerical Constants?,"The computer only identifies signals in the form of digital pulses, which represent either high or low voltage.",(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols.,"The design must be translated into machine - readable form The coding or development step performs this task Different high level languages like C, C++, JA V. A, COBOL etc. are used for coding...",B,(a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols.,"The correct answer is supported by the chunk on Numerical Constants, which states that (a) Integer constants These are the sequence of numbers from 0to 9 without decimal points or fractional part or any other symbols.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
115,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Character Constant,,1,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc",Which option is correct about Character Constant?,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc.",The get () function: This is used to accept a single character from the standard input to a character variable Syntax: character variable = get () Description: character variable is the valid ‘c' variable...,These computers are very small GUI an d pointing devices enable users to learn to use the computer quickly.,A,"A variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc.","The correct answer is supported by the chunk on Character Constant, which states that a variable name may be declared based on the meaning of the operation same meaningful variable names are as follows For example: height, average, sum etc.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
116,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Data Types,,1,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types,Which statement best describes Data Types?,Decision Decision symbol denotes a decision (or branch) The program should continue along one the two routes (IF/ELSE).,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types.,"Remember that the delaration of item as shown above does not define any objects of item Once a class has been declared, we can create variables of that type by using the class -...",B,Data is represented using numbers or characters The numbers may be integers or real C complete supports different data types.,"The correct answer is supported by the chunk on Data Types, which states that data is represented using numbers or characters The numbers may be integers or real C complete supports different data types.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
117,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,,1,"(1) Integer, short and long All C compliers offer either short or long integer data types",Which option is correct about Integers data types?,"Integer, short and long All C compliers offer either short or long integer data types.",The operator << is called the insertion or put to operator The object cout has a simple interface if string represents a string variable Cout<<String;. << -> bitwise left shift operator this concept is...,The primary purpose of the flowchart is to help the programmes in understanding the logic of the program.,A,"Integer, short and long All C compliers offer either short or long integer data types.","The correct answer is supported by the chunk on Integers data types, which states that integer, short and long All C compliers offer either short or long integer data types.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
118,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Short Integer Long Integer,1,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld",Which statement best describes Short Integer Long Integer?,(i) Finding text Suppose we want to search the word 'sales' Choose the Find and Replace option from the Edit menu or press CTRL+F. The find and replace dialog box appears.,Word automatically corrects common typing mistakes that we type such as and (adn) and new (new) (ii) Saving a document. Click the Save button on the Standard Toolbar the save as Dialog Box appears...,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld.",C,"Occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld.","The correct answer is supported by the chunk on Short Integer Long Integer, which states that occupies 2 bytes in memory Occupies 4 bytes in memory Range: -32,768 to 32,767 Range: -2147483648 to 2147483647 Program runs faster Program runs slower Format specifies is %d or %i Format specifies is %ld.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
119,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Signed Integer Unsigned Integer,1,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c,Which statement best describes Signed Integer Unsigned Integer?,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c.,"Every constant terminates with a colon (;) here, the keyboard case & break performs respectively the job of opening and closing curly braces The switch() execution When one of the cases satisfies, the statements...","Thus the decimal system may be called as radix-10 system, the binary system as radix - 2, system The number system are basically two types (i) Non - positioning number system (ii) Positioning number...",A,Occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c.,"The correct answer is supported by the chunk on Signed Integer Unsigned Integer, which states that occupies 1 bytes in memory Occupies 1 bytes in memory Range: -128 to 127 Range: 0 to 255 Format specifies is %c Format specifies is %c.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
120,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Integers data types,Float Double float,1,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a Example: Double y;",Which statement best describes Float Double float?,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a. Example: Double y.","The largest commercial use of super computers is in the entertainment advertising industry, CRAY - 3, Cyber 205 and PARAM are some well known super computers.","Step 2: Read three numbers say A, B, C Step 3: Read the larger number between A and B and store it in MAX_AB.",A,"Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a. Example: Double y.","The correct answer is supported by the chunk on Float Double float, which states that occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a. Example: Double y.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
121,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,,1,"Declaration provides two things, (1) compiles obtains the variable name, (2) it tells the compiles the data type of the variable being declared and helps in allocating the memory",Which option is correct about Declaring variables?,"It can perform multiple taks simultaneously with great ease For example, at one moment it can be used to draft a letter, another moment it can be used to play music an in between...","Most of what we already know about capplies to C++ also Therefore, almost all c programs are also C++ program.","Declaration provides two things, . compiles obtains the variable name, . it tells the compiles the data type of the variable being declared and helps in allocating the memory.",C,"Declaration provides two things, . compiles obtains the variable name, . it tells the compiles the data type of the variable being declared and helps in allocating the memory.","The correct answer is supported by the chunk on Declaring variables, which states that declaration provides two things, . compiles obtains the variable name, . it tells the compiles the data type of the variable being declared and helps in allocating the memory.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
122,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Declaring variables,Data type variable - name,1,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types",Which option is correct about Data type variable - name?,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types.","Where, const is keyword, m is a variable name and 10 is a constant value (b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program...","Click the Bullets button on the formatting tool bar, choose required bullets and then press OK button.",A,"For example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types.","The correct answer is supported by the chunk on Data type variable - name, which states that for example: int age; char m; float s; double k; int a,b,c; The int, char, float and double are keywords to represent data types.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
123,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,,1,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant,Which option is correct about Initializing variable?,"Most of what we already know about capplies to C++ also Therefore, almost all c programs are also C++ program The three most important facilities that C++ adds on o c are classes, function...","To add Bullets, do the following. Select the paragraph.",Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant.,C,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant.,"The correct answer is supported by the chunk on Initializing variable, which states that variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
124,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Initializing variable,Or,1,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z",Which statement best describes Or?,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z.",Break Else long switch Case Enum register typedef Char Sxtern return Union Const Float short unsigned Continue For signed V oid Default Goto sizeof volatile.,Insert table button Insert table dialog box (Table -> Insert -> Table menu selecting) Tables and border button.,A,"Data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z.","The correct answer is supported by the chunk on Or, which states that data-type variable - name - constant For example X = 2, where x is an integer variable Int y = 2; Int x,y,z.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
125,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,,1,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example:,Which statement best describes Constant and volatile variables?,"The flowchart should be clear, neat and easy to follow The flowchart must have a logical start and finish.","Therefore, the body of the loop may not be executed at all, if the condition is not satisfied at first attempt.",(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example.,C,(a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example.,"The correct answer is supported by the chunk on Constant and volatile variables, which states that (a) Constant variable The keyword const is then added before the declaration it tells the compiler that the variable is a constant For Example.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
126,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,Const int m=10;,1,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program,Which option is correct about Const int m=10;?,All the member functions of one class as the friend functions of another class The class is called a friend class.,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program.,"Each instruction should be written in a separate line an each statement in pseudocode should express just one action per the computer Capitalise keywords such as READ, PRINT and so on Each set of...",B,(b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program.,"The correct answer is supported by the chunk on Const int m=10;, which states that (b) Volatile variable: The volatile variables are those variables That are changed at any time by other external program or the same program.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
127,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C,Constant and volatile variables,V olatile int d:,1,"It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as follows V olatile const d = 10",Which statement best describes V olatile int d:?,"Choose the required format for Numbering, then click OK To add Bullets, do the following. Select the paragraph.","Operating system is the first layer of software loaded into computer memory when it starts up As the first software layer, all other software that gets loaded after it depends on it for various...","It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as...",C,"It the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as...","The correct answer is supported by the chunk on V olatile int d:, which states that it the value of a variable in the current program is to be maintained constant and desired not to be changed by any other external operation, than the declaration of variable will be as...",medium,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
